Container has 10000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
3798. "uDRLdTTj5ROqAoDF0", Hash=82.7059; Replacements: 8 (e-B f-I o-U C-4 w-L 5-P a-T I-C); Result: "uDRLdTTjPROqAUDF0"
3799. "0reLNlUsfxvGThzgo", Hash=97.6471; Replacements: 6 (5-27 G-71 S-29 A-157 g-35 H-5); Result: [48 114 101 76 78 108 85 115 102 120 118 71 84 104 122 35 111]
3800. "e NN84oNt", Hash=78; Replacements: 13 (X-85 8-60 x-52 r-63 v-170 f-163 7-232 S-55 6-37 2-49 G-167 k-173 J-144); Result: [101 32 78 78 60 52 111 78 116]
3801. "", Hash=0; Shift: 17; Result: ""
3802. "FQvqi", Hash=97.4; Replacements: 14 (d-196 k-0 L-213 V-167 x-74 a-150 5-38 2-146 9-44 b-20 p-236 c-98 o-100 n-67); Result: [70 81 118 113 105]
3803. "HLJL4 8Q5cHO", Hash=68.5; Shift: 15; Result: "$&%&®ö±$ß"
3804. "jstty1", Hash=103.833; Replacements: 20 (E-22 z-121 0-168 9-210 j-43 p-57 w-153 2-67 8-69 1-171 O-15 A-156 g-9 h-159 N-199 o-26 C-179 6-238 k-206 R-28); Result: [43 115 116 116 121 171]
3805. "3", Hash=51; Replacements: 7 (Q-78 n-209 v-222 4-94 J-168 k-165 X-164); Result: [51]
3806. "03Smm9PlU6Kwi", Hash=83.3077; Replacements: 8 (g-A U-d O-0 V-F j-a c-L I-y i-g); Result: "03Smm9Pld6Kwg"
3807. "JCKjEI1kw", Hash=82.1111; Shift: 5; Result: "IhiM®)&mÓ"
3808. "NgVeVdEDc", Hash=87.7778; Shift: 8; Result: "NgVeVdEDc"
3809. "RHSDu5OpTqm1eYzEK", Hash=86.8824; Replacements: 4 (W-40 c-217 Q-192 D-226); Result: [82 72 83 226 117 53 79 112 84 113 109 49 101 89 122 69 75]
3810. "", Hash=0; Shift: 17; Result: ""
3811. "9RdRvoXg", Hash=92.625; Replacements: 7 (N-m t-F V-5 q-o R-h I-V 1-s); Result: "9hdhvoXg"
3812. "gK30bWIL1tk", Hash=80.2727; Shift: 7; Result: "≥•ô1´§&ò:µ"
3813. "DjR", Hash=85.3333; Replacements: 11 (E-155 H-1 y-67 m-37 j-249 i-236 z-248 e-240 Y-241 U-232 p-80); Result: [68 249 82]
3814. "uge", Hash=107; Shift: 4; Result: "WvV"
3815. "nJ5L0", Hash=72.2; Replacements: 10 (a-181 c-28 F-34 P-41 y-94 Z-36 j-108 i-31 z-159 H-82); Result: [110 74 53 76 48]
3816. "Lfobp4ZjXrD", Hash=92.4545; Replacements: 0 (); Result: "Lfobp4ZjXrD"
3817. "WuQPzRrcsK", Hash=97.2; Replacements: 19 (F-192 S-156 p-240 R-207 B-51 g-121 l-7 1-193 E-57 W-213 3-211 Q-5 J-39 w-176 O-62 z-188 Y-45 P-242 r-14); Result: [213 117 5 242 188 207 14 99 115 75]
3818. "SESaw4TYAyzXsCw", Hash=91.5333; Shift: 20; Result: "5T5wCEïóßÖ74w"
3819. "CSlTdTW9iAvZ9", Hash=85; Replacements: 9 (E-41 7-216 N-186 b-205 c-187 v-221 B-14 M-242 L-146); Result: [67 83 108 84 100 84 87 57 105 65 221 90 57]
3820. "nCWDKhRlVlw9lWcX8rev", Hash=92.1; Shift: 19; Result: "s∫"ZCíc≤cª…c∫¬¡ì+≥"
3821. "yIrNhNP4Hc3Lee", Hash=85.7143; Replacements: 17 (1-e 4-w a-n H-2 6-O p-G F-0 n-B l-o A-z j-I X-7 u-3 y-L 8-p q-t e-C); Result: "LIrNhNPw2c3LCC"
3822. "T9wQwr2kw5L8p", Hash=88.2308; Replacements: 5 (h-228 m-215 W-161 4-100 t-231); Result: [84 57 119 81 119 114 50 107 119 53 76 56 112]
3823. "L2byt5Pq", Hash=88.375; Shift: 9; Result: "òdƒÚËj†‚"
3824. "Y8Vvl", Hash=91.4; Replacements: 19 (b-213 r-37 e-144 l-124 X-83 O-57 U-27  -6 s-136 k-102 V-120 Z-42 m-222 i-166 3-133 9-227 E-99 y-51 Q-174); Result: [89 56 120 118 124]
3825. "kci6i7Bfv3t", Hash=88.9091; Shift: 1; Result: "÷∆“l“nÑÃÏfË"
3826. "8irjWDsfT", Hash=93; Replacements: 15 (V-z w-a N-0 t-Q J-w Q-M D-1  -J I-6 i-j X-C E-W 9-h a-S h-i); Result: "8jrjW1sfT"
3827. "VR9t0onAOBDi", Hash=82.75; Replacements: 14 (v-X D-y s-F I-m c-D N-o j-3 d-O l-u g-r F-N q-8 w-1 y-S); Result: "VR9t0onAOByi"
3828. "Jtq", Hash=101; Replacements: 15 (1-n G-M 9-u n-c v-r W-J 5-3 k-K 4-l j-k d-T t-X N-4 Z-s i-o); Result: "JXq"
3829. "WUM3A", Hash=73; Shift: 0; Result: "WUM3A"
3830. "SBDijy4PZRj2", Hash=84.0833; Shift: 0; Result: "SBDijy4PZRj2"
3831. "X40XYr0lCi3h Ne", Hash=78.2; Shift: 10; Result: "a–¿ae…¿±•Ã°Ä9ï"
3832. "3zRQAtK", Hash=84.5714; Replacements: 2 (f-82 i-144); Result: [51 122 82 81 65 116 75]
3833. "FI7a5qMHo", Hash=80.1111; Replacements: 2 (X-58 f-92); Result: [70 73 55 97 53 113 77 72 111]
3834. "T96xHTJcuOfnfD5", Hash=85; Shift: 4; Result: "EìcáÑE§6WÙfÊfDS"
3835. "QvcpZ6Cg0xekYZ9", Hash=89.0667; Shift: 12; Result: "g6•c4váV∂ï•ì"
3836. "p2eO", Hash=85.5; Replacements: 15 ( -54 s-212 7-203 n-253 9-146 I-22 m-80 3-248 k-109 i-218 l-163 r-181 L-130 d-243 g-186); Result: [112 50 101 79]
3837. "k6yP9OVDjya3Ch8Rt0", Hash=83.3333; Replacements: 3 (n-M a-j Z-K); Result: "k6yP9OVDjyj3Ch8Rt0"
3838. "xRhL", Hash=95.5; Replacements: 15 (h-c B-0 1-u 8-N q-w W-U Z-a N-W C-R J-I d-g 6-e u-q O-D c-1); Result: "xRcL"
3839. "uXTMU1A8Gm", Hash=80.1; Replacements: 4 (a-143 H-225 Q-149 j-235); Result: [117 88 84 77 85 49 65 56 71 109]
3840. "DIBEY1TYplBi", Hash=81.5; Replacements: 17 (9-0 V-h k-q r-f a-7 K-e L-t n-m Y-l m-C j-3 M-b 7-n 2-T C-d v-r Q-Z); Result: "DIBEl1TlplBi"
3841. "5T6OpkmxbBLpxLQQqM", Hash=89.8889; Shift: 11; Result: "©¢±zÉ[k√bÉ√bääãj"
3842. "veukmP", Hash=105.333; Replacements: 4 (9-127 n-167 2-254 E-108); Result: [118 101 117 107 109 80]
3843. "5pZGEim5Lg", Hash=84.1; Shift: 15; Result: "ö8-£¢¥∂ö&≥"
3844. "m3DgmfYYylQpYq", Hash=96; Replacements: 2 (w-E c-4); Result: "m3DgmfYYylQpYq"
3845. "oZOjN", Hash=92.8; Replacements: 12 (x-67 R-121 7-106 t-90 s-166 B-50 u-249 S-10  -224 d-183 j-190 0-58); Result: [111 90 79 190 78]
3846. "6cRZtdCkMe600j", Hash=82.0714; Replacements: 9 (D-251 E-15 z-217 6-178 a-91 t-124 T-157 c-89 I-125); Result: [178 89 82 90 124 100 67 107 77 101 178 48 48 106]
3847. "I4BAP4CEmTVCx3xob", Hash=80.5882; Shift: 9; Result: "íhÑÇ†hÜä⁄®¨Üfﬁƒ"
3848. "8Mo0BW9S9R 5", Hash=67.4167; Shift: 10; Result: "‡5Ω¿	]‰M‰IÄ‘"
3849. "cgz", Hash=108; Shift: 6; Result: "ÿŸû"
3850. "oDBwNJDaa1BC8", Hash=78.1538; Replacements: 17 (k-116 W-141 a-104 N-170 I-112 d-59 G-153 9-8 7-173 f-190 L-5 D-237 S-125 w-206 b-208 e-45 j-255); Result: [111 237 66 206 170 74 237 104 104 49 66 67 56]
3851. "", Hash=0; Replacements: 18 (S-51 A-134 l-55 d-34 C-242 B-154 W-70 e-104 o-120 m-102 F-95 n-252 b-140 3-52 V-153 D-38 1-139 v-165); Result: []
3852. "JN5tT", Hash=81; Replacements: 7 (0-A n-I w-C H-K  -H N-M V-x); Result: "JM5tT"
3853. "qiky2yPH", Hash=96.125; Replacements: 0 (); Result: "qiky2yPH"
3854. "eQZ4zdWuFTuFAOHGqJCB", Hash=84.9; Shift: 7; Result: "≤®-=2´∫#*∫#†ß$£∏%°!"
3855. "3uf8cOP cXgd8", Hash=81.6923; Shift: 19; Result: "ô´3¡zÇ¬;#¡"
3856. "68QDF174 ", Hash=57.4444; Replacements: 17 (Z-B n-J s-I  -1 y-D f-0 W-e d-q x-5 b-C g-j p-s t-P q-i P-x K-z z-d); Result: "68QDF1741"
3857. "C4yXsKEyFtqMgKFWu", Hash=90.3529; Shift: 20; Result: "4CóÖ7¥TódG‘v¥duW"
3858. "zcl8XF6", Hash=85.2857; Replacements: 2 (y-161 s-61); Result: [122 99 108 56 88 70 54]
3859. "7woWTyfk7 8lIPBgxkc0", Hash=86.65; Shift: 11; Result: "πª{∫¢À3[π¡cJÇ;√[Å"
3860. "5c6tA", Hash=77.4; Replacements: 13 (l-Y B-k U-g j-L Y-G b-D C-X 2-H O-P Q-b P-w M-U A-a); Result: "5c6ta"
3861. "hc3", Hash=84.6667; Shift: 1; Result: "–∆f"
3862. "IXr", Hash=91.6667; Replacements: 13 (k-169 a-165 6-201 y-43 d-108 w-189 M-50 v-243 Z-215 l-88 p-229 G-228 u-73); Result: [73 88 114]
3863. "QYkCmki8YbYIluKh1Kgo", Hash=90.6; Shift: 3; Result: "ä [k[K¡  Jc´ZCâZ;{"
3864. "5lNRIyQoQFHVcUN", Hash=85.2; Replacements: 12 (N-6 K-S Y-q U-l H-y r-j W-U b-i 5-O t-G  -k 2-E); Result: "Ol6RIyQoQFyVcl6"
3865. "hl", Hash=106; Shift: 4; Result: "Ü∆"
3866. "ylpor", Hash=113.2; Replacements: 17 (E-250 0-28 z-136 X-178 9-30 s-25 A-92 k-83 J-7 f-99 5-161 O-102 r-202 S-187 Z-33 c-51 i-174); Result: [121 108 112 111 202]
3867. "1wlGgqhGDxl", Hash=94; Shift: 10; Result: "ƒ›±ù≈°·±"
3868. "OiW3fbu", Hash=91.2857; Shift: 19; Result: "zK∫ô3´"
3869. "d1N3nuekxLR3", Hash=86.8333; Replacements: 7 (k-S 9-9 1-6 8-M p-Y Q-n R-8); Result: "d6N3nueSxL83"
3870. "YRrTDcmcnyowcI", Hash=98.3571; Replacements: 0 (); Result: "YRrTDcmcnyowcI"
3871. "o33BXOby09Q3M3", Hash=73.5714; Shift: 15; Result: "∑ôô!,ß1ºú®ô¶ô"
3872. "", Hash=0; Shift: 1; Result: ""
3873. " PE3fhLdi", Hash=79.8889; Replacements: 4 (4-V B-N I-6 y-S); Result: " PE3fhLdi"
3874. "weNrw5EXf5P1GmYR5XS", Hash=84.2105; Replacements: 20 (S-S v-L 4-V F-2 Q-c Z-o r-0 t-u a-Z 6-f J-y q-x p-z U-6 o-7 x-h D-H 5-Y A-i 3-K); Result: "weN0wYEXfYP1GmYRYXS"
3875. "2V9Tc0f9J23sn1u5RmaU", Hash=78.75; Replacements: 11 (K-134 B-15 x-56 k-131 J-29 y-104 p-141 V-128 g-76 1-78 M-143); Result: [50 128 57 84 99 48 102 57 29 50 51 115 110 78 117 53 82 109 97 85]
3876. "FSuU9UC", Hash=80.5714; Replacements: 4 (k-M i-B Y-9 M-E); Result: "FSuU9UC"
3877. "V JrVmqre61aIGXV", Hash=84.1875; Replacements: 1 (5-32); Result: [86 32 74 114 86 109 113 114 101 54 49 97 73 71 88 86]
3878. "vTvswLVBFEywGI7", Hash=90.6667; Replacements: 4 (d-2 f-8 H-135 u-213); Result: [118 84 118 115 119 76 86 66 70 69 121 119 71 73 55]
3879. "N3VqI f", Hash=76.4286; Replacements: 7 (j-T r-G x-Q Q-p 7-F i-t z-h); Result: "N3VqI f"
3880. "3HsawTSr", Hash=91.875; Shift: 16; Result: "3HsawTSr"
3881. "nKU1GQeWr", Hash=85.8889; Replacements: 9 (H-F y-N u-7  -w 4-K S-I e-1 k-z j-L); Result: "nKU1GQ1Wr"
3882. "h4QHeB", Hash=79.3333; Replacements: 15 (T-67 F-52 8-230 Z-209 v-171 B-192 X-11 M-2 N-161 E-148 t-168  -13 H-241 A-84 R-91); Result: [104 52 81 241 101 192]
3883. "qbTIlsUugiVz3XFolnp", Hash=97.8421; Replacements: 2 (a-45 A-163); Result: [113 98 84 73 108 115 85 117 103 105 86 122 51 88 70 111 108 110 112]
3884. "18lw", Hash=83; Replacements: 1 (9-79); Result: [49 56 108 119]
3885. " E9ZzL34nuOArk0B", Hash=78.4375; Shift: 5; Result: "®'KOâfÜÕÆÈ(NmH"
3886. "B", Hash=66; Replacements: 1 (I-e); Result: "B"
3887. "aqkY0Ad", Hash=88.4286; Replacements: 9 (s-74 b-63 2-13 a-136 p-12 W-219 f-133 e-150 x-167); Result: [136 113 107 89 48 65 100]
3888. "5CuJQiVfjRLBxcps7Ht", Hash=89.6842; Shift: 9; Result: "jÜÍî¢“¨Ã‘§òÑ∆‡ÊnêË"
3889. "kZlocWYggNI6F1gSo", Hash=89.2941; Replacements: 4 (6-121 0-211 M-97 r-236); Result: [107 90 108 111 99 87 89 103 103 78 73 121 70 49 103 83 111]
3890. "rEwCgNpua8s", Hash=95.1818; Replacements: 8 (k-169 2-112 6-225 w-179 b-226 N-82 G-132 3-232); Result: [114 69 179 67 103 82 112 117 97 56 115]
3891. "joryv", Hash=114; Shift: 1; Result: "‘ﬁ‰ÚÏ"
3892. "7 rTD3gquEaLi5J", Hash=80.7333; Shift: 19; Result: "πì¢"ô;ã´*bK©R"
3893. "HELqFdXllWjpivH", Hash=93.6; Shift: 4; Result: "ÑTƒdFÖ∆∆u¶ñgÑ"
3894. "u", Hash=117; Replacements: 7 (f-v a-3 3-C p-n Y-m V-7 7-r); Result: "u"
3895. "Y0O cl", Hash=75.8333; Replacements: 18 (m-1 h-O K-P Q-d 6-3 s-J 7-  5-K X-j R-5 i-7 b-c q-s V-W B-6 z-8 Z-H t-e); Result: "Y0O cl"
3896. "ySGdAUDI", Hash=83.25; Shift: 16; Result: "ySGdAUDI"
3897. "FG", Hash=70.5; Shift: 18; Result: ""
3898. "X", Hash=88; Replacements: 11 (n-y b-w E-1 w-f 6-o G-z U-A 5-  K-M M-C O-K); Result: "X"
3899. "Pxa tl5n5I2qsmWxA", Hash=88.2941; Replacements: 14 (6-5 g-Q R-l N-e r-v m-F Z-G 4-t e-4 z-D E-p v-H 9-3 j-c); Result: "Pxa tl5n5I2qsFWxA"
3900. "C4ASeu2xKk", Hash=83.7; Replacements: 19 (c-Z Q-U H-d n-N s-y v-1 f-Q 1-g b-c B-u U-R X-h F-B 9-O S-j D-o q-t i-X y-i); Result: "C4Ajeu2xKk"
3901. "td8I", Hash=86.25; Replacements: 20 (6-4 q-g W-r z-f M-e w-3 g-G F-l e-U K-z B-W V-2 R-o 5-C I-j u-h j-t l-R y-b 0-X); Result: "td8j"
3902. "e7WrLT", Hash=86.1667; Replacements: 19 (s-218 P-63 g-98 K-80 N-253 Y-247 E-22 w-127 f-42 L-6 o-183 U-141 r-34 c-136 B-211 0-219 n-16 X-181 4-11); Result: [101 55 87 34 6 84]
3903. "abkyoPsWjJv60", Hash=93.5385; Shift: 20; Result: "&∂óˆ7u¶§gc"
3904. "Venw4TsihVXzNRn", Hash=96.1333; Replacements: 14 (Y-v 0-q 7-V 6-P  -R 5-C S-Z 4-A X-G n-U G-Y y-T H-f M-4); Result: "VeUwATsihVGzNRU"
3905. "UsujsJH", Hash=97.7143; Replacements: 7 (A-90 1-107 0-141 V-22 j-158 z-188 4-87); Result: [85 115 117 158 115 74 72]
3906. "a82iOaRSCH0wF", Hash=78.8462; Replacements: 19 (x-233 G-101 B-39 p-164 a-49 A-96 e-184 j-120 6-213 n-239 H-160 I-169 Y-197 E-97 b-52 q-245 O-210 9-15 4-212); Result: [49 56 50 105 210 49 82 83 67 160 48 119 70]
3907. "xvq9MaJCmLSU", Hash=89.6667; Replacements: 14 (3-j s-i Z-F 7-N F-Z h-Q O-W E-C V-1 G-z l-J Q-S f-b v-H); Result: "xHq9MaJCmLSU"
3908. "kl", Hash=107.5; Replacements: 12 (B-e o-E u-N S-g 4-K j-R J-b M-i P-4 9-r X-y x-j); Result: "kl"
3909. "0g", Hash=75.5; Replacements: 20 (U-j T-N z-o K-1 j-s s-c B-5 5-4 n-9 Q-i G-0 i-B p-d t-V R-l 2-8 r-e 6-X H-b x-Y); Result: "0g"
3910. "k", Hash=107; Replacements: 4 (i-k E-T 1-g X-G); Result: "k"
3911. "TgRvDhsddH0sh QPh", Hash=88.8235; Replacements: 0 (); Result: "TgRvDhsddH0sh QPh"
3912. "Il7D1QViKtFmz4E", Hash=82.5333; Replacements: 0 (); Result: "Il7D1QViKtFmz4E"
3913. "wqcCN8", Hash=88.6667; Replacements: 17 (q-O L-q m-D D-P P-R c-c Y-1 l-e X-J t-A 2-z U-4 I-Q O-B n-j  -W H-m); Result: "wOcCN8"
3914. "rqAShNVRwibpLTNzKklU", Hash=94.7; Replacements: 17 (F-61 T-224 h-37 p-65 U-197 9-145 c-194 v-114 3-128 6-163 y-139 D-200 V-133 H-170 L-161 S-127 Y-115); Result: [114 113 65 127 37 78 133 82 119 105 98 65 161 224 78 122 75 107 108 197]
3915. "gYC  ", Hash=64.6; Shift: 19; Result: "; "
3916. "VsHRQ", Hash=87.2; Shift: 15; Result: "+π$)®"
3917. "", Hash=0; Replacements: 10 (o-h O-8 R-R g-  F-4 7-r t-O 8-X U-9 u-k); Result: ""
3918. "1xm231jPInous0pXiZD", Hash=86.8947; Shift: 8; Result: "1xm231jPInous0pXiZD"
3919. "0zIAzhDfl0q0eS3SR", Hash=83.5882; Replacements: 11 (j-M i-m P-s 9-  6-w L-3 b-x 8-X F-Z G-B 7-j); Result: "0zIAzhDfl0q0eS3SR"
3920. "3KZsTnjltJVcgaivwU", Hash=96.7222; Replacements: 14 (Y-6 x-o K-l g-P 6-V Z-J a-Z C-y D-s W-A L-3 Q-Q e-B f-X); Result: "3lJsTnjltJVcPZivwU"
3921. "XXxX8ksot2e", Hash=94.5455; Shift: 12; Result: "ÖÖáÖÉ∂7ˆG#V"
3922. "29", Hash=53.5; Replacements: 18 (t-125 G-76 x-90 M-8 d-116 f-49 O-249 L-240 X-17 0-38 z-124 3-24 5-235 9-154 Z-47 Q-231 S-86 a-207); Result: [50 154]
3923. "lcKGIl2K00WR8hG", Hash=77; Replacements: 0 (); Result: "lcKGIl2K00WR8hG"
3924. "XEoZeOtaS9Ms0", Hash=87; Shift: 10; Result: "aΩiï=—ÖM‰5Õ¿"
3925. "n zroI8 Y", Hash=82.1111; Replacements: 18 (1-109 5-1 t-194 U-119 T-175 v-34 p-246 J-190 F-135 h-52 O-144 K-41 V-62 g-234 I-48 z-141 6-128 9-8); Result: [110 32 141 114 111 48 56 32 89]
3926. "V1Nnj", Hash=85.8; Replacements: 17 (M-78 a-5 k-239 C-174 E-54 7-192 T-161 Q-131 u-9 I-1 3-215 D-133 p-157 H-102 e-101 d-37 P-128); Result: [86 49 78 110 106]
3927. "hkkWyA9pJAHJyr", Hash=91.4286; Shift: 9; Result: "–÷÷ÆÚÇr‡îÇêîÚ‰"
3928. "LQL5", Hash=71.5; Replacements: 15 (t-93 K-110 p-42 M-81 a-158 r-173 D-151 O-122 z-249 e-205 u-18 k-201 f-147 7-148 B-128); Result: [76 81 76 53]
3929. "qeNeTWuonZYOvUf", Hash=97.6667; Replacements: 13 (J-K j-9 O-7 y-S f-O Y-c 8-j u-Y 4-U D-n B-A h-g X-f); Result: "qeNeTWYonZc7vUO"
3930. "psw", Hash=115.333; Shift: 19; Result: "Éõª"
3931. "xFGcilzGQGBhzD9", Hash=89; Replacements: 5 (U-l I-L i-2 C-i o-n); Result: "xFGc2lzGQGBhzD9"
3932. "yRF8LMhE", Hash=81.875; Shift: 8; Result: "yRF8LMhE"
3933. "JWYL", Hash=81.5; Replacements: 12 (M-i z-5 x-o X-  1-R 2-0 V-f L-D a-6 B-h  -9 F-l); Result: "JWYD"
3934. "2WtzUcJQCX4xldb", Hash=89.8; Replacements: 19 (5-85 o-113 m-165 P-81 k-180 K-198 7-170 I-53 M-249 1-186 X-22 O-109 r-194 V-177 N-76 G-126 D-91 Z-75 C-25); Result: [50 87 116 122 85 99 74 81 25 22 52 120 108 100 98]
3935. "507d5uyZEuFQvMujL", Hash=86.3529; Replacements: 1 (j-145); Result: [53 48 55 100 53 117 121 90 69 117 70 81 118 77 117 145 76]
3936. "LEOvXqsTIvGFk", Hash=90.8462; Replacements: 14 (Y-180 U-150 d-24 N-160 o-205 k-113 q-255 4-202 r-103 z-8 V-107 i-212 6-106 1-99); Result: [76 69 79 118 88 255 115 84 73 118 71 70 113]
3937. "m5aZEoY7lEEIqXnEfGt", Hash=87.4211; Replacements: 13 (K-245 a-52 D-188 c-46 q-254 l-73 X-83 k-145 7-177 e-128 d-233 6-20 j-194); Result: [109 53 52 90 69 111 89 177 73 69 69 73 254 83 110 69 102 71 116]
3938. "EeCe", Hash=84.5; Replacements: 17 (o-p X-Q l-O T-X R-s a-Z w-N k-e G-B y-f K-m N-H v-L u-E c-C L-l Z-T); Result: "EeCe"
3939. "ZXERmfBiPFN ", Hash=80.9167; Replacements: 16 (o-a p-W C-D b-e d-Y M-p y-I t-R n-r w-X U-O 7-T 9-S I-M G-2 K-U); Result: "ZXERmfBiPFN "
3940. "x6H", Hash=82; Replacements: 16 (r-75 7-134 x-197 J-148 z-225 S-12 o-97 L-11 a-136 g-229 0-155 E-33 U-254 V-195 d-243 6-163); Result: [197 163 72]
3941. "a", Hash=97; Replacements: 18 (c-144 4-104 f-165 b-71 3-168 J-43 K-241 j-254  -89 r-122 q-112 Z-199 o-45 e-55 R-63 d-217 8-162 S-3); Result: [97]
3942. "Z7lpyRI8LHz9YpwC", Hash=88.1875; Replacements: 14 (Z-S A-v G-y e-O 7-Z S-E L-T o-s w-K c-q p-9 R-x M-w V-G); Result: "SZl9yxI8THz9Y9KC"
3943. "UYSJkLerAIeH", Hash=86.6667; Replacements: 3 (Z-s r-k J-T); Result: "UYSTkLekAIeH"
3944. "mJUQAPaWpBC", Hash=83.9091; Shift: 17; Result: "⁄î™¢Ç†¬Æ‡ÑÜ"
3945. "KQujrev", Hash=101.714; Replacements: 5 (d-255 I-17 R-118 M-188 g-49); Result: [75 81 117 106 114 101 118]
3946. "DqndHJGK", Hash=85.375; Replacements: 7 (G-d 6-0 c-I Z-s X-i V-F t-T); Result: "DqndHJdK"
3947. "WWcz0vfSXtKeyFw", Hash=95.7333; Replacements: 1 (b-173); Result: [87 87 99 122 48 118 102 83 88 116 75 101 121 70 119]
3948. "bPmZT1Jc4IHzo", Hash=85.6154; Replacements: 19 (F-209 3-140 s-237 b-46 d-70 2-132 S-243 9-60 Y-111 i-95 B-15 q-79 a-148 n-235 R-147 8-41 x-64 I-171 U-94); Result: [46 80 109 90 84 49 74 99 52 171 72 122 111]
3949. "qA RliVmw0Camy", Hash=90.0714; Replacements: 0 (); Result: [113 65 32 82 108 105 86 109 119 48 67 97 109 121]
3950. "RJYMM8iKiTJGHo", Hash=82.2857; Replacements: 17 (o-A K-C r-O Y-K I-m E-u 3-D h-o R-X 7-v S-L N-B w-r C-8 d-G Q-n X-q); Result: "XJKMM8iCiTJGHA"
3951. "GM52Wg", Hash=73.5; Replacements: 11 (K-t R-m m-Y v-Q t-K M-F n-P u-r S-y a-D e-A); Result: "GF52Wg"
3952. "L", Hash=76; Replacements: 16 (I-85 1-188 9-20 X-119 t-239 z-118 Z-81  -139 Y-160 l-113 y-182 K-52 w-246 h-241 B-1 v-140); Result: [76]
3953. "aSSRCjPOpy ymg", Hash=91.0714; Shift: 0; Result: "aSSRCjPOpy ymg"
3954. "Pf", Hash=91; Replacements: 9 (X-181 A-15 Z-97 1-98 z-43 5-128 7-236 R-109 w-118); Result: [80 102]
3955. "SkAlYD2Hj2bv4jEE", Hash=81.875; Replacements: 3 (n-m U-N 7-E); Result: "SkAlYD2Hj2bv4jEE"
3956. "4EVfEmBNoJx", Hash=85.0909; Replacements: 17 (i-B W-p a-P n-N R-8 8-u M-g t-  o-O Z-o r-C A-k u-a E-t p-I 5-n P-y); Result: "4tVftmBNOJx"
3957. "amYtbt959vh", Hash=92.1818; Replacements: 15 (P-6 T-8 i-X X-p 6-J E-M 2-l j-2 R-b a-g z-A s-0 y-B e-k A-1); Result: "gmYtbt959vh"
3958. "3wDAkn", Hash=86.6667; Shift: 12; Result: "3wD∂Ê"
3959. "z8wIHMGU7", Hash=81.1111; Replacements: 16 (6-Q Z-j h-d l-p  -V k-e z-a O-q 3-b u-M n-u w-N i-4 U-  H-6 X-w); Result: "a8NI6MG 7"
3960. "o", Hash=111; Shift: 4; Result: "ˆ"
3961. "YsJydhZXr4G", Hash=92.5455; Replacements: 19 (I-134 B-89 k-4 8-164 9-137 A-240  -24 J-54 T-144 K-41 d-131 W-191 s-44 O-42 S-222 D-20 M-13 7-210 r-125); Result: [89 44 54 121 131 104 90 88 125 52 71]
3962. "DdPW5mpa2JKhbi5TE", Hash=83.4118; Shift: 1; Result: "à»†Æj⁄‡¬dîñ–ƒ“j®ä"
3963. "BeBXfIQm8Kk", Hash=84; Shift: 11; Result: "+¬3Jäk¡Z["
3964. "QQ4lOmSrSaBk", Hash=88.3333; Replacements: 6 (3-c O-9 t-H g-s j-W F-f); Result: "QQ4l9mSrSaBk"
3965. "YK2wBTP", Hash=80.4286; Replacements: 6 (B-l O-M s-x W-P A-2 f-A); Result: "YK2wlTP"
3966. "Wrzk1iBI", Hash=90.375; Replacements: 7 (I-d 6-7 T-n 7-K B-I u-h Q-1); Result: "Wrzk1iId"
3967. "EvP", Hash=89; Shift: 18; Result: "ŸA"
3968. "OIXGh", Hash=83; Replacements: 5 (F-j q-l M-P k-V 2-W); Result: "OIXGh"
3969. "RgIe2", Hash=81.8; Replacements: 3 (I-88 A-104 j-99); Result: [82 103 88 101 50]
3970. "0M00qlzEx", Hash=83.6667; Replacements: 18 (v-b 3-A 7-X E-h x-v a-5 W-1 P-t o-E C-H y-  p-W J-0 c-3 k-S S-O O-y m-z); Result: "0M00qlzhv"
3971. "D", Hash=68; Replacements: 16 (N-195 A-85 e-19 b-247 0-178 3-182  -220 x-174 X-168 z-35 G-223 K-36 Q-140 O-22 d-203 F-24); Result: [68]
3972. "KpxUSMGB7GmxQe", Hash=87.5714; Replacements: 12 (v-V D-N l-F O-m y-5 a-i i-M X-I g-q Q-z p-X h-7); Result: "KXxUSMGB7Gmxze"
3973. "wrOhopLkCJ8bo", Hash=94.4615; Replacements: 4 (v-60 e-160 f-92 j-33); Result: [119 114 79 104 111 112 76 107 67 74 56 98 111]
3974. "JOFe4JrJX4s3", Hash=78.6667; Replacements: 15 (2-13 S-239 O-190 1-59 k-238 m-120 g-147 Q-139 o-247 M-252 c-123 I-26 j-19 G-226  -1); Result: [74 190 70 101 52 74 114 74 88 52 115 51]
3975. "BXOB6xVXV2lkjCsXecDS", Hash=86.25; Replacements: 1 (4-176); Result: [66 88 79 66 54 120 86 88 86 50 108 107 106 67 115 88 101 99 68 83]
3976. "FlBBpC37YykaAQ", Hash=82.5; Replacements: 17 ( -4 8-8 U-n p-  1-C u-H 0-L W-w q-x H-K k-X e-d I-v v-S j-6 G-g w-r); Result: "FlBB C37YyXaAQ"
3977. "86SBsLqS9fd7", Hash=80; Shift: 11; Result: "¡±öõbãö…3#π"
