Container has 1000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
700. "mAAqEeoYDPA73bV9qE", Hash=81.3333; Replacements: 15 (I-75 1-194 U-122 Y-31 O-68 A-210 3-12 P-126 7-183 6-116 R-145 S-222 j-189 m-125 e-239); Result: [125 210 210 113 69 239 111 31 68 126 210 183 12 98 86 57 113 69]
701. "K8vcC7EaVJjx", Hash=85.1667; Shift: 7; Result: "•;±°õ¢∞+%5<"
702. "wre2OEotMUwiT", Hash=94.5385; Replacements: 9 (g-5 O-t K-3 u-0 m-q U-8 r-M b-v R-P); Result: "wMe2tEotM8wiT"
703. "kEJLICM5P7tIwyKT", Hash=82.4375; Shift: 16; Result: "kEJLICM5P7tIwyKT"
704. "v8hrK cf 2pxkwzcq", Hash=92.5882; Shift: 15; Result: ";49•±38<µª=±∏"
705. "IMS81rrY63PPSyOwUFNz", Hash=83.85; Replacements: 13 (v-50 J-198 A-38 8-140 P-1 U-159  -70 j-12 C-144 I-87 N-64 f-205 y-242); Result: [87 77 83 140 49 114 114 89 54 51 1 1 83 242 79 119 159 70 64 122]
706. "aPJ", Hash=83.6667; Replacements: 15 (J-97 C-251 Q-76 A-131 h-158 Y-94 e-161 k-213 U-50 P-45 g-155 3-38 X-141 x-193 q-67); Result: [97 45 97]
707. "7", Hash=55; Replacements: 2 (V-g C-p); Result: "7"
708. "4hxJWUrTzL", Hash=91.8; Shift: 8; Result: "4hxJWUrTzL"
709. "QWRwcYXcIFXmWFLl", Hash=89.0625; Replacements: 5 (q-L M-A a-d k-N Z-3); Result: "QWRwcYXcIFXmWFLl"
710. "eHbQGTHbPJVgdEZP7g8", Hash=82.7895; Shift: 3; Result: "+Bä:¢BÇR≤;#*“Çπ;¡"
711. "N2", Hash=64; Shift: 18; Result: "9»"
712. "jxwT 5 CM6Q I3d WAiI", Hash=72.15; Shift: 12; Result: "¶áwES4‘cî3Fuñî"
713. "vkhPDKwdGP", Hash=92.2; Replacements: 14 (z-C C-M d-t Q-r Y-2 2-o S-5 8-f c-H 1-Q L-8 m-w U-6 M-R); Result: "vkhPDKwtGP"
714. "kC6", Hash=76; Replacements: 8 (l-5 1-d j-M 0-i t-F f-I 9-O P-E); Result: "kC6"
715. "gKk2erm8vsRbPPT", Hash=91.4667; Shift: 8; Result: "gKk2erm8vsRbPPT"
716. "zIFeVRUqZ4oWO", Hash=88.5385; Replacements: 13 (W-A m-j E-b a-O S-T i-B 6-  U-x d-7 R-P T-G C-c c-t); Result: "zIFeVPxqZ4oAO"
717. "WmVq15 5iYykdhx", Hash=88.5333; Replacements: 16 ( -W 1-c 3-r q-A 9-Y 0-S E-3 V-O t-V o-7 u-p D-U Y-D 8-a O-C J-w); Result: "WmOAc5W5iDykdhx"
718. "", Hash=0; Shift: 5; Result: ""
719. "gk5", Hash=87.6667; Replacements: 4 (C-98 x-11 V-111 g-114); Result: [114 107 53]
720. "Pjn qjN", Hash=89.2857; Replacements: 19 (4-164 7-242 P-249 Y-165 B-202 x-49 R-203 H-36 X-155 w-226 o-186 c-94 t-168 Z-15 j-57 A-103 V-244 z-9 I-11); Result: [249 57 110 32 113 57 78]
721. "", Hash=0; Replacements: 2 (i-215 U-211); Result: []
722. "wednYyQX7zM5ygFsn7f", Hash=94.3158; Replacements: 12 (d-103 k-170 z-129 E-100 u-80 U-25  -168 m-122 y-143 1-175 4-142 I-137); Result: [119 101 103 110 89 143 81 88 55 129 77 53 143 103 70 115 110 55 102]
723. "c8yGPJVRRz", Hash=87.3; Replacements: 1 (w-H); Result: "c8yGPJVRRz"
724. "jXoxChbwhll1rR63", Hash=92.6875; Replacements: 4 (D-237 Y-28 n-231 v-168); Result: [106 88 111 120 67 104 98 119 104 108 108 49 114 82 54 51]
725. "GS3GgVChQnVJqxfC7G0", Hash=82.2632; Shift: 16; Result: "GS3GgVChQnVJqxfC7G0"
726. "wjs9ih", Hash=101; Shift: 1; Result: "Ó‘Êr“–"
727. "RV45Dz4VtMpe7w6kV3", Hash=82.1667; Replacements: 11 (T-2 G-e R-z S-G Y-q P-a I-N q-h y-d j-c g-Q); Result: "zV45Dz4VtMpe7w6kV3"
728. "XUcEKRvrdkH5EYd oJ", Hash=85.3889; Replacements: 16 (G-234 g-246 k-79 6-111 8-223 v-52 X-184 J-84 Y-7 a-242 K-87 e-177 l-32 j-228 q-139 A-66); Result: [184 85 99 69 87 82 52 114 100 79 72 53 69 7 100 32 111 84]
729. "OBL8z", Hash=79.8; Replacements: 14 (5-227 e-48 a-49 C-122 4-119 V-23 7-107 w-84 K-35 3-209 b-187 j-44 D-184 E-240); Result: [79 66 76 56 122]
730. "2Fd1vTf9JuN3 GHsH", Hash=77.1765; Shift: 1; Result: "då»bÏ®ÃrîÍúf@éêÊê"
731. "C8vZULXdYs6A", Hash=83.5833; Replacements: 17 (y-5 R-Q m-1 s-z S-W A-D i-H L-c t-d X-h v-3 O-I P-k Z-A d-p F-U K-G); Result: "C83AUchpYz6D"
732. "H dNRh", Hash=78; Replacements: 14 (e-f A-t U-d 4-l I-2 l-H X-J T-o S-q y-L q-C F-D b-w c-r); Result: "H dNRh"
733. "", Hash=0; Replacements: 4 (5-A f-m a-T J-F); Result: ""
734. "2dxIix4zoFhxWTpSi", Hash=95.1765; Replacements: 19 (T-32 P-111 9-149 d-91 U-52 C-176 2-207  -102 W-215 j-255 D-205 u-56 0-220 m-218 B-60 f-191 o-12 K-216 Q-85); Result: [207 91 120 73 105 120 52 122 12 70 104 120 215 32 112 83 105]
735. "KWvpn", Hash=100.4; Shift: 4; Result: "¥ugÊ"
736. "3 6zR9", Hash=66.3333; Shift: 20; Result: "3cß%ì"
737. "ST4", Hash=73; Replacements: 14 (Y-84 P-36 0-151 n-179 a-181 V-132 G-33 C-144 L-147 I-58 j-57 e-47 w-73 X-183); Result: [83 84 52]
738. "CZjX4GyK74 zU", Hash=78.1538; Shift: 14; Result: "–ñö—^“ÕûU"
739. "", Hash=0; Replacements: 6 (Q-G O-e F-C S-8 E-N N-Z); Result: ""
740. "yNRm7r", Hash=93.1667; Replacements: 7 (P-77 q-247 Y-114 R-235 6-206 T-140 V-127); Result: [121 78 235 109 55 114]
741. "p5SvRK uqE", Hash=85.4; Replacements: 2 (j-k I-1); Result: "p5SvRK uqE"
742. "0ldO3", Hash=77.2; Replacements: 4 (Z-V j-O k-H i-A); Result: "0ldO3"
743. "f6JfgWY2V2T3aCRo", Hash=80.5625; Replacements: 9 (z-116 1-125 P-245 f-56 B-52 w-220 K-177 U-44 e-214); Result: [56 54 74 56 103 87 89 50 86 50 84 51 97 67 82 111]
744. "Tj8R", Hash=82; Replacements: 8 (y-y Z-j D-5 1-X 9-N c-b C-1 0-f); Result: "Tj8R"
745. "QC6Sjugx", Hash=91.375; Replacements: 13 (f-40 k-212 A-19 W-91 V-72 i-133 0-14 m-135 g-52 o-190 Z-217 O-161 7-5); Result: [81 67 54 83 106 117 52 120]
746. "yIG GTTQvmMcwbYvaJj", Hash=90.5789; Replacements: 16 (C-145 m-146 i-56 x-152 I-209 q-131  -81 U-67 M-31 e-148 w-65 A-160 a-92 k-230 j-48 P-69); Result: [121 209 71 81 71 84 84 81 118 146 31 99 65 98 89 118 92 74 48]
747. "esGrufhrZ5f 3LZS", Hash=88.4375; Replacements: 5 (k-40 j-199 H-194 O-226 I-105); Result: [101 115 71 114 117 102 104 114 90 53 102 32 51 76 90 83]
748. "K94NMmgS3B hiN", Hash=76.4286; Replacements: 9 (S-55 U-19 4-35 u-152 f-165 d-81 K-99 E-105 g-15); Result: [99 57 35 78 77 109 15 55 51 66 32 104 105 78]
749. "cXKo", Hash=93.25; Replacements: 20 (b-149 j-94 H-36 C-117 D-196 K-38 e-113 f-203 k-130 p-95 1-30 I-116 8-222 r-211 n-21 v-8 d-232 t-56 J-52 S-248); Result: [99 88 38 111]
750. "GBoxun4kzw2zNPiz4g", Hash=94.8333; Shift: 1; Result: "éÑﬁÍ‹h÷ÙÓdÙú†“ÙhŒ"
751. "faIsig1pd2O2CZ2", Hash=82.8; Shift: 17; Result: "Ã¬íÊ“Œb‡»dûdÜ¥d"
752. "d3oOHz T", Hash=81.375; Shift: 6; Result: "Ã€”û"
753. "o", Hash=111; Replacements: 18 (L-53 j-190 w-6 I-70 i-217 t-153 s-73 V-195 A-45 f-66 x-237 9-62 l-210 k-98 y-38 W-194 g-34 G-33); Result: [111]
754. "RHJ", Hash=76; Shift: 14; Result: "îí"
755. "FiEgGuvR5DJrlXXHC", Hash=86.2941; Replacements: 9 (x-80 G-165 1-203 8-96 c-242 W-187 y-211 d-204 s-16); Result: [70 105 69 103 165 117 118 82 53 68 74 114 108 88 88 72 67]
756. "XBrfKX384S", Hash=77.5; Shift: 10; Result: "a	…ô-aÃ‡–M"
757. "", Hash=0; Replacements: 11 (Q-149 W-90 h-24 T-189 f-157 2-147 m-68 b-27 x-233 P-170 C-8); Result: []
758. "ICoYlPCwC72z", Hash=84; Shift: 0; Result: "ICoYlPCwC72z"
759. "", Hash=0; Replacements: 8 (B-l 3-v g-  L-Q M-e e-T S-s s-8); Result: ""
760. "UpfM4luN", Hash=91.375; Replacements: 18 (8-234 m-134 S-225 A-46 j-87 e-127 V-3 G-160 u-132 O-205 n-242 l-70 Y-24 2-248 r-199 E-121 F-28 T-122); Result: [85 112 102 77 52 70 132 78]
761. "mKFfHykOiTzi6O", Hash=91.7143; Shift: 19; Result: "kZ23BÀ[zK¢”K±z"
762. "UR7QdWR xPOkrWYFqpg", Hash=88.3158; Replacements: 14 (W-165 q-90 V-249 j-100 g-61 I-226 P-101 8-183 n-228 z-123 2-207 9-6 m-111 f-180); Result: [85 82 55 81 100 165 82 32 120 101 79 107 114 165 89 70 90 112 61]
763. "dajJdVjgRyd3", Hash=93.8333; Replacements: 17 (E-4 y-x Y-8 c-o a-K s-p n-d q-0 Q-b C-k j-f 2-N i-L e-M u-I b-O I- ); Result: "dKfJdVfgRxd3"
764. "m", Hash=109; Shift: 11; Result: "k"
765. "6f1 FPNq6bcPMYg8tzh", Hash=82.9474; Shift: 2; Result: "ÿôƒÄA9≈ÿâçA5eù‡—È°"
766. "kBuv7wHpoDq7ZVa", Hash=92.4; Replacements: 20 (C-z q-k t-r 2-6 K-s O-M a-D V-h e-c U-9 7-y g-F 4-L o-X 8-4 l-x w-R M-E D-l x- ); Result: "kBuvyRHpXlkyZhD"
767. "zcbzVV0ODopb 6", Hash=86.7857; Replacements: 17 (f-127 d-192 u-218 K-197 Q-40 1-173 R-46 y-20 M-254 3-221 m-25 U-202 S-49 J-68 C-142 4-236 k-89); Result: [122 99 98 122 86 86 48 79 68 111 112 98 32 54]
768. "Ln5P7xhHLbKeUw8", Hash=85.3333; Shift: 12; Result: "ƒÊSsáÜÑƒ&¥VUwÉ"
769. "", Hash=0; Shift: 18; Result: ""
770. "Z4FOsLnvnYNJBNQgVG", Hash=85.8889; Replacements: 3 (I-134 a-168 V-199); Result: [90 52 70 79 115 76 110 118 110 89 78 74 66 78 81 103 199 71]
771. "dUuw SHzm", Hash=93.2222; Replacements: 8 (0-z J-r c-x 6-5 j-j X-u b-a u-N); Result: "dUNw SHzm"
772. "8EGSW", Hash=73.2; Replacements: 17 (h-86 B-184 m-174 1-65 v-189 U-118 N-46 i-32 a-29 b-27 T-25  -251 z-47 5-104 s-212 l-123 n-16); Result: [56 69 71 83 87]
773. "TqNBhOcUdQ94rM", Hash=84.9286; Replacements: 15 (Q-150 k-235 P-164 L-17 p-112 W-171  -116 K-247 N-219 r-135 n-186 w-231 Z-183 c-126 i-154); Result: [84 113 219 66 104 79 126 85 100 150 57 52 135 77]
774. "xbnRVWfjDqTdG", Hash=94.3846; Replacements: 6 (2-9 s-N q-M R-H O-8 H-b); Result: "xbnHVWfjDMTdG"
775. "1Aj", Hash=73.3333; Replacements: 2 (m-o r-p); Result: "1Aj"
776. "zSrCvt5GJ9eVmaZpVFCG", Hash=88.2; Replacements: 16 (m-42 R-71 E-27 t-210 U-95 6-127 N-251 v-100 P-108 h-217 W-186  -156 o-145 j-230 K-200 4-47); Result: [122 83 114 67 100 210 53 71 74 57 101 86 42 97 90 112 86 70 67 71]
777. "2Ptw5", Hash=83.6; Replacements: 2 (6-161 a-195); Result: [50 80 116 119 53]
778. "yEQkUXOstI  pdqp2x", Hash=89.1667; Replacements: 6 (i-35 W-130 h-21 0-197 6-152 I-180); Result: [121 69 81 107 85 88 79 115 116 180 32 32 112 100 113 112 50 120]
779. "tYT8JJYbW", Hash=85.2222; Replacements: 17 (H-171 a-35 w-249 S-97 1-172 R-14 5-52 9-46 B-53 Z-60 0-79 e-220 O-158 c-212 k-103 V-7 Y-239); Result: [116 239 84 56 74 74 239 98 87]
780. "IGTCwXf fBPy4wN5VYC", Hash=81.5263; Replacements: 0 (); Result: [73 71 84 67 119 88 102 32 102 66 80 121 52 119 78 53 86 89 67]
781. "c", Hash=99; Replacements: 9 (j-107 9-203 L-245 x-66 p-120 a-73 k-104 4-122 H-137); Result: [99]
782. "x6 nQ", Hash=79.4; Replacements: 18 (G-26 f-129 E-24 N-164 5-206 M-60 b-209 d-49 C-5 T-74 e-169 z-50 u-79 R-193 6-165 I-203 k-196 2-57); Result: [120 165 32 110 81]
783. "VryBEqU5nCCF", Hash=85.0833; Replacements: 15 (A-118 p-49 S-223 u-234 N-111 s-143 a-244 X-215 9-224 L-199 n-232 g-95 z-146 v-220 V-86); Result: [86 114 121 66 69 113 85 53 232 67 67 70]
784. "OtpipBzf83LqPlRt", Hash=93.5; Replacements: 1 (J-j); Result: "OtpipBzf83LqPlRt"
785. "Fw", Hash=94.5; Shift: 14; Result: "ë›"
786. "", Hash=0; Shift: 14; Result: ""
787. "6kuiJd", Hash=92.8333; Replacements: 13 (O-J w-m G-  j-p a-A 8-r B-z k-8 d-F c-D t-c U-h l-Y); Result: "68uiJF"
788. "gT1pQlFQPRO3QH", Hash=80.9286; Replacements: 7 (a-K h-u O-i v-q b-x u-6 B-N); Result: "gT1pQlFQPRi3QH"
789. "6NUKneZP1", Hash=80.2222; Replacements: 7 (0-9 8-l V-1 t-a H-b w-c d-x); Result: "6NUKneZP1"
790. "v7YAm23uLK5", Hash=78; Replacements: 2 (I-34 4-244); Result: [118 55 89 65 109 50 51 117 76 75 53]
791. "xATiO0Du8RUhUA28B", Hash=78.5294; Replacements: 18 (e-128 k-106 T-47 c-163 q-53 7-17 p-233 d-124 H-162 1-20 i-253 s-243 r-210 W-21 8-81 Y-48 I-131 u-57); Result: [120 65 47 253 79 48 68 57 81 82 85 104 85 65 50 81 66]
792. "ZoR5C", Hash=80.6; Replacements: 10 (p-1 w-4 l-S 6-6 U-w O-u j-B y-i 5-a S-m); Result: "ZoRaC"
793. "h76k2O7NaKLgPyUgu", Hash=84.6471; Shift: 4; Result: "Üsc∂#Ùs‰¥ƒvóUvW"
794. "ZOS3tjflyssr", Hash=100; Shift: 10; Result: "i=MÃ—©ô±ÂÕÕ…"
795. "yYfrkonIVUe15wsRE7", Hash=91.1667; Replacements: 0 (); Result: [121 89 102 114 107 111 110 73 86 85 101 49 53 119 115 82 69 55]
796. "AN", Hash=71.5; Shift: 4; Result: "‰"
797. "2nXlZ4OM7VhkEnGS", Hash=83.6875; Replacements: 9 (8-78 J-220 3-212 o-240 s-135 R-233 t-99 7-228 w-161); Result: [50 110 88 108 90 52 79 77 228 86 104 107 69 110 71 83]
798. "hGZNTTHKwnqI", Hash=89.4167; Replacements: 1 (h-5); Result: [5 71 90 78 84 84 72 75 119 110 113 73]
799. "PTlUf", Hash=91.8; Shift: 15; Result: "(*6™3"
800. "WR6VewN99fgwwDNsj", Hash=90.0588; Replacements: 1 (N-108); Result: [87 82 54 86 101 119 108 57 57 102 103 119 119 68 108 115 106]
801. "SjwaRNYAHcJwOEbXXBuA", Hash=87.65; Replacements: 6 (E-i i-S b-  J-O 0-a L-7); Result: "SjwaRNYAHcOwOi XXBuA"
802. "gP4w3Sid6kr", Hash=88; Shift: 3; Result: ";Ç°ªôöK#±[ì"
803. "kaUiekFFKwflnCLrM", Hash=93.5294; Shift: 3; Result: "[™K+[22Zª3csbìj"
804. "83CwSrXxCYT", Hash=85.2727; Replacements: 8 (V-245 x-9 t-19 k-194 X-189 L-215 E-129 Z-31); Result: [56 51 67 119 83 114 189 9 67 89 84]
805. "6T", Hash=69; Replacements: 14 (R-54 Q-147 z-67 K-3 9-227 X-0 V-40 j-153 o-219 8-92 e-163 t-115 H-23 U-157); Result: [54 84]
806. "kyMCZVteGpqoVARe", Hash=94.125; Replacements: 5 (O-S p-Z Z-9 L-6 B-Q); Result: "kyMC9VteGZqoVARe"
807. "dMcP RfgNYMkm", Hash=87.3077; Shift: 4; Result: "F‘6%fv‰ï‘∂÷"
808. "jeufyvg0PieVrN3Mwq", Hash=96.6667; Replacements: 19 (m-U V-y Z-b b-J u-3 A-h n-L g-v 0-F h-V K-A O-s y-Z q-R S-m d-1 9-o 2-8 6-z); Result: "je3fZvvFPieyrN3MwR"
809. "voc4DeZVA3V", Hash=84.2727; Replacements: 4 (I-156 2-179 a-149 X-240); Result: [118 111 99 52 68 101 90 86 65 51 86]
810. "n0A", Hash=74.3333; Shift: 15; Result: "7†"
811. "JCp1J", Hash=75.2; Replacements: 18 (z-6 H-t v-f r-x q-J 9-3 8-b n-1 G-y 2-h V-T F-R O-Y X-e d-Z j-  4-c i-B); Result: "JCp1J"
812. "eaAJ0pI", Hash=81.4286; Replacements: 17 (z-v h-x j-9 y-c e-s d-E F-r E-y  -a 8-Y P-H N-W 7-L V-p v-l 1-j A-k); Result: "sakJ0pI"
813. "aQrLWVDC", Hash=84.5; Shift: 14; Result: "XTú’ï–"
814. "BX S", Hash=67.25; Replacements: 20 (5-4 8-x F-n  -K d-2 o-Y C-h Q-1 q-  m-S 1-F b-L f-J N-7 p-m A-B 3-3 7-k P-0 s-X); Result: "BXKS"
815. "qbfOUaXvRPzGP22IC", Hash=85.5882; Shift: 7; Result: "∏13ß™∞,;)(=£(§°"
816. "qiyVjCu", Hash=102.143; Replacements: 2 (1-206 S-185); Result: [113 105 121 86 106 67 117]
817. "45JUbOGDWqr8cQl", Hash=82.5333; Replacements: 18 (i-59 w-183 V-161 M-155 z-26 a-218 u-107 E-232 X-254 J-152 n-177 y-207 x-69 l-30 f-99 2-17 o-90 S-219); Result: [52 53 152 85 98 79 71 68 87 113 114 56 99 81 30]
818. "YxKm", Hash=98.25; Replacements: 20 (O-O s-8 U-X e-W Y-g 3-s A-m p-Q L-V c-R P-M D-J J-l S-S g-c W-Z Q-k u-H V-b E-B); Result: "gxKm"
819. "1fpNCOnjUniOiIUW1", Hash=87.1176; Replacements: 19 (A-X t-K p-N T-M D-n o-g  -s M-L H-E V-q Z-j 8-d S-G l-4 s-t I-b F-a n-w 2-f); Result: "1fNNCOwjUwiOibUW1"
820. "", Hash=0; Replacements: 2 (g-201 s-141); Result: []
821. "6H", Hash=63; Shift: 10; Result: "ÿ!"
822. "CCUTV8KNYxvLcv ", Hash=83.3333; Shift: 8; Result: "CCUTV8KNYxvLcv "
823. "SIaaOGZzAccHEZ", Hash=86.1429; Shift: 3; Result: "öJz:“”
B*“"
824. "X", Hash=88; Replacements: 0 (); Result: [88]
825. "LrkxIqQ7TTCz4", Hash=88.3077; Replacements: 0 (); Result: "LrkxIqQ7TTCz4"
826. "XK0FNAWSlo1Tm fTQ", Hash=79.6471; Replacements: 18 (F-146 X-130 A-145 S-87 m-11 u-141 8-123 N-114 D-122 7-92 9-14 C-103 O-113 V-154 B-216 y-232 T-34 c-28); Result: [130 75 48 146 114 145 87 87 108 111 49 34 11 32 102 34 81]
827. "kQD3PviMppi0qH5m", Hash=88.1875; Replacements: 17 (P-4 I-y O-u  -g S-X R-L z-a q-D e-k V-2 9-v Z-l g-A A-n a-F l-p t-j); Result: "kQD34viMppi0DH5m"
828. "P", Hash=80; Shift: 15; Result: "("
829. "xJeek cUh5C6opybN", Hash=89.2353; Shift: 20; Result: "á§VV∂6UÜS4cˆó&‰"
830. "OmpwOFF3pyfph9c", Hash=93.0667; Shift: 19; Result: "zkÉªz22ôÉÀ3ÉC…"
831. "kkHRiv", Hash=98.5; Shift: 11; Result: "[[BíK≥"
832. "BjnM1H4 3QNGxcDSc9", Hash=76.1667; Replacements: 13 (N-205 E-233 h-246 6-236 J-14 w-171 D-186 n-9 V-87 4-124 b-169 U-101 k-164); Result: [66 106 9 77 49 72 124 32 51 81 205 71 120 99 186 83 99 57]
833. "mXouDRvKCjl", Hash=95.3636; Replacements: 7 (L-45 c-182 6-21 F-60 X-127 E-39 s-108); Result: [109 127 111 117 68 82 118 75 67 106 108]
834. "R9Zf", Hash=82.75; Replacements: 11 (J-L 8-Q Q-x c-t I-W s-2 h-U n-b  -c u-4 C-6); Result: "R9Zf"
835. "XwfHU", Hash=93.2; Replacements: 14 (9-161 U-28 q-202 c-180 n-98 a-175 S-131 0-190 e-196 G-61 E-181 1-156 Z-134 4-200); Result: [88 119 102 72 28]
836. "RO5HJKsycrM9efF", Hash=86.0667; Shift: 13; Result: "JÈ¶	Iin/lN©'¨Ã»"
837. "B", Hash=66; Replacements: 8 (D-5 9-86 I-52 5-174 E-65  -189 U-206 6-229); Result: [66]
838. "XxRp7 i8w5 Uy", Hash=81.5385; Replacements: 16 (T-C c-g 9-b G-7 g-u e-w 2-V 5-0 E-O Q-a F-  C-h w-e a-l Y-d J-G); Result: "XxRp7 i8e0 Uy"
839. "phbzgGOsAdZweS8YSEjc", Hash=93.2; Replacements: 3 (W-115 Q-240 p-64); Result: [64 104 98 122 103 71 79 115 65 100 90 119 101 83 56 89 83 69 106 99]
840. "WSpi", Hash=96.75; Replacements: 5 (H-107 V-192 R-87 J-95 t-165); Result: [87 83 112 105]
841. "bw6x rW4zVG9ePf", Hash=86.3333; Replacements: 1 (J-Y); Result: "bw6x rW4zVG9ePf"
842. "", Hash=0; Replacements: 12 (f-p c-m E-r 5-e u-a z-F J-7 l-f M-q x-c A-I T-W); Result: ""
843. "x", Hash=120; Shift: 11; Result: "√"
844. "", Hash=0; Replacements: 16 (e-f w-H Z-n g-e k-E S-k a-w 9-c U-X K-V s-a L-6 T-7 z-r G-g Y-o); Result: ""
845. "a4oWfKVru", Hash=93.4444; Shift: 11; Result: "°{∫3Z≤ì´"
846. "MZAPmFgCDG9w5iPuOWV5", Hash=81.8; Shift: 11; Result: "j“
Çk2;":…ª©KÇ´z∫≤©"
847. "K5kUkSTw386l2mK2y", Hash=81.5882; Replacements: 16 (c-253 b-26 G-86 V-125 z-210 1-90 0-108 4-4 D-79 p-200 5-197 O-126 m-1 W-67 n-132 J-144); Result: [75 197 107 85 107 83 84 119 51 56 54 108 50 1 75 50 121]
848. "wrDFIKcRlk4MzZnEoP", Hash=90.3333; Replacements: 14 (2-5 R-b G-L s-t 3-9 p-r E-N K-O  -k r-j M-T U-8 1-q I-Q); Result: "wjDFQOcblk4TzZnNoP"
849. "Fyv ", Hash=85.25; Replacements: 6 (5-177 L-181 M-205 W-120 G-255 B-141); Result: [70 121 118 32]
850. "", Hash=0; Shift: 20; Result: ""
851. "lvaqdn8OWlB3ipDMt", Hash=92.4118; Shift: 20; Result: "∆gFÊÉÙu∆$3ñD‘G"
852. "EE4nE6Q8GQCQ", Hash=71.6667; Replacements: 8 (I-V Q-c q-a c-8 d-2 M-m t-f v-q); Result: "EE4nE6c8GcCc"
853. "nskISh8zf ", Hash=90.4; Shift: 17; Result: "‹Ê÷í¶–pÙÃ@"
854. "XJ2e7HI9blF", Hash=76.9091; Replacements: 9 (o-K H-I X-8 v-0 U-D q-  i-Q h-s l-O); Result: "8J2e7II9bOF"
855. "yRUxjDGLo RvB", Hash=87.5385; Replacements: 0 (); Result: "yRUxjDGLo RvB"
856. "zE4FOyS", Hash=85.1429; Shift: 0; Result: "zE4FOyS"
857. "q9IsG", Hash=85.8; Shift: 11; Result: "ã…Jõ:"
858. "70U", Hash=62.6667; Replacements: 3 (C-U d-x M-p); Result: "70U"
859. "c", Hash=99; Replacements: 17 (7-34 b-49 R-183 U-73 c-115 v-117 L-159 8-11 t-113 A-232 y-184 k-2 1-190 x-28 r-68 4-42 2-220); Result: [115]
860. "ZEHXDAtGVF", Hash=79.5; Replacements: 2 (J-83 6-214); Result: [90 69 72 88 68 65 116 71 86 70]
861. "JLrb15p", Hash=82.2857; Replacements: 0 (); Result: "JLrb15p"
862. "XaiRBn", Hash=91.3333; Shift: 8; Result: "XaiRBn"
863. "WEzO", Hash=89.25; Shift: 14; Result: "’Qû”"
864. "6xnBJUjp", Hash=90.875; Shift: 13; Result: "∆ÕHI™M"
865. "eVd2hyNeGLnIw", Hash=91.5385; Shift: 1; Result: " ¨»d–Úú éò‹íÓ"
866. "t5rDHFRrBbrfq", Hash=90.9231; Replacements: 13 (d-2 r-r l-n n-H O-G R-m L-M K-T y-c T-J A-w H-p s-D); Result: "t5rDpFmrBbrfq"
867. "hpSYXGXEk", Hash=90.1111; Replacements: 14 (p-197 T-70 x-193 k-116 Q-63 P-110 s-47 N-145 4-97 U-241 L-31 7-75 H-56 O-188); Result: [104 197 83 89 88 71 88 69 116]
868. "F281hMSuKE", Hash=75; Replacements: 9 (6-164 s-201 l-15 x-40 5-28 k-82 P-87 8-35 G-177); Result: [70 50 35 49 104 77 83 117 75 69]
869. "", Hash=0; Replacements: 10 (y-W i-c P-Q E-G H-Y m-  B-e d-X k-l c-Z); Result: ""
870. "", Hash=0; Replacements: 5 (D-77 A-204 I-49 0-23 p-141); Result: []
871. "whgz9QQuVEsi C", Hash=89.8571; Shift: 19; Result: "ªC;”…ää´≤*õK"
872. "QXL5QrtqAa4kOLJxm", Hash=88.2941; Shift: 9; Result: "¢∞òj¢‰Ë‚Ç¬h÷ûòî⁄"
873. "j qaM", Hash=85; Replacements: 0 (); Result: "j qaM"
874. "Y1", Hash=69; Replacements: 0 (); Result: [89 49]
875. "Rn", Hash=96; Replacements: 13 (t-15 h-255 7-216 G-9 L-254 5-232 S-194 B-57 U-218 b-201 J-214 W-12 X-191); Result: [82 110]
876. "PtoPB", Hash=90.6; Replacements: 20 (t-w 3-h T-i C-x P-S I-F q-e j-u f-0 R-3 X-5 w-B k-H 0-l s-t o-X n-O u-J z-E g-P); Result: "SwXSB"
877. "8yc6gorenmc", Hash=97.9091; Replacements: 2 (6-244 g-154); Result: [56 121 99 244 154 111 114 101 110 109 99]
878. "vrdLB6a2", Hash=84.375; Replacements: 0 (); Result: "vrdLB6a2"
879. "0", Hash=48; Replacements: 8 (0-o x-O m-t 1-U 9-g F-E n-c R-9); Result: "o"
880. "3 dN1D4HwDrvswYVjpP", Hash=85.6842; Replacements: 5 (v-c 0-a b-K t-y o-7); Result: "3 dN1D4HwDrcswYVjpP"
881. "vk6tSxRg", Hash=97.875; Replacements: 19 (N-74 R-231 q-180 Y-222 o-253 d-16 E-99 V-141 G-223 p-73 m-6 D-62 9-157 x-213 c-212 k-219 r-123 y-69 2-38); Result: [118 219 54 116 83 213 231 103]
882. "I3OwPRBnuM", Hash=85.4; Shift: 2; Result: "%Ã=›AI	π’5"
883. "Dwvg1z6KCCI", Hash=83.1818; Replacements: 4 (7-166  -197 k-123 z-42); Result: [68 119 118 103 49 42 54 75 67 67 73]
884. "hEQhtNT3tJA", Hash=85.6364; Replacements: 4 (q-143 o-116 j-200 K-83); Result: [104 69 81 104 116 78 84 51 116 74 65]
885. "GvcMd", Hash=93; Replacements: 6 (d-166 5-144 Z-31 S-131 V-128 G-4); Result: [4 118 99 77 166]
